hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,is_corporate_booking,customer_group,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,total_nights,revenue,arrival_date,guest_count,room_changed
City Hotel,0,25,2015,December,52,26,2,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11,NULL,0,Non-Corporate,0,Transient,62.64,0,0,Check-Out,"Tuesday, December 29, 2015",3,187.92,"Saturday, December 26, 2015",2,No change
City Hotel,1,204,2016,May,22,25,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9,NULL,0,Non-Corporate,0,Contract,127,0,1,Canceled,"Tuesday, December 29, 2015",1,127,"Wednesday, May 25, 2016",2,No change
City Hotel,1,94,2016,March,10,4,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,154,NULL,0,Non-Corporate,28,Transient,80,0,0,Canceled,"Tuesday, December 29, 2015",2,160,"Friday, March 4, 2016",2,No change
City Hotel,1,108,2016,March,12,18,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,154,NULL,0,Non-Corporate,0,Transient,80,0,0,Canceled,"Tuesday, December 29, 2015",2,160,"Friday, March 18, 2016",2,No change
City Hotel,1,302,2016,October,41,6,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,3,NULL,0,Non-Corporate,0,Transient,105,0,0,Canceled,"Tuesday, December 29, 2015",3,315,"Thursday, October 6, 2016",2,No change
City Hotel,1,23,2016,January,1,2,2,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,26,NULL,0,Non-Corporate,0,Transient-Party,107,0,0,Canceled,"Tuesday, December 29, 2015",3,321,"Saturday, January 2, 2016",2,No change
City Hotel,1,66,2015,December,53,29,0,5,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NULL,0,Non-Corporate,0,Transient,170.9,0,1,No-Show,"Tuesday, December 29, 2015",5,854.5,"Tuesday, December 29, 2015",4,No change
City Hotel,0,33,2015,December,52,26,2,2,2,0,0,BB,BEL,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28,NULL,0,Non-Corporate,0,Transient,55,0,0,Check-Out,"Wednesday, December 30, 2015",4,220,"Saturday, December 26, 2015",2,Changed
City Hotel,0,49,2015,December,52,23,2,5,2,0,0,SC,JPN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Non-Corporate,0,Contract,77.39,0,1,Check-Out,"Wednesday, December 30, 2015",7,541.73,"Wednesday, December 23, 2015",2,No change
City Hotel,0,1,2015,December,53,29,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,148,NULL,0,Non-Corporate,0,Transient,79,0,0,Check-Out,"Wednesday, December 30, 2015",1,79,"Tuesday, December 29, 2015",1,Changed
City Hotel,0,0,2016,January,3,11,1,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,No Agent,148,1,Corporate,0,Transient,79,0,0,Check-Out,"Tuesday, January 12, 2016",1,79,"Monday, January 11, 2016",1,No change
City Hotel,1,0,2016,June,24,8,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,2,A,A,0,No Deposit,No Agent,148,1,Corporate,0,Transient,92.5,0,0,No-Show,"Wednesday, June 8, 2016",1,92.5,"Wednesday, June 8, 2016",1,No change
City Hotel,0,1,2016,June,25,14,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,1,2,A,A,0,No Deposit,No Agent,148,1,Corporate,0,Transient,95,0,0,Check-Out,"Wednesday, June 15, 2016",1,95,"Tuesday, June 14, 2016",1,No change
City Hotel,0,0,2016,December,50,6,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,1,3,A,A,0,No Deposit,No Agent,148,1,Corporate,0,Transient,79,0,0,Check-Out,"Wednesday, December 7, 2016",1,79,"Tuesday, December 6, 2016",1,No change
City Hotel,0,1,2017,January,4,25,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,1,4,A,A,0,No Deposit,No Agent,148,1,Corporate,0,Transient,80,0,0,Check-Out,"Thursday, January 26, 2017",1,80,"Wednesday, January 25, 2017",1,No change
City Hotel,0,0,2017,April,16,19,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,1,5,E,F,0,No Deposit,No Agent,186,1,Corporate,0,Transient,125,0,0,Check-Out,"Thursday, April 20, 2017",1,125,"Wednesday, April 19, 2017",1,Changed
City Hotel,0,27,2015,December,53,27,2,1,2,1,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6,NULL,0,Non-Corporate,0,Transient,104.5,0,3,Check-Out,"Wednesday, December 30, 2015",3,313.5,"Sunday, December 27, 2015",3,Changed
City Hotel,0,27,2015,December,53,27,2,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6,NULL,0,Non-Corporate,0,Transient,91.8,0,1,Check-Out,"Wednesday, December 30, 2015",3,275.4,"Sunday, December 27, 2015",2,Changed
City Hotel,0,20,2015,December,53,27,2,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28,NULL,0,Non-Corporate,0,Transient,58,0,0,Check-Out,"Wednesday, December 30, 2015",3,174,"Sunday, December 27, 2015",2,Changed
City Hotel,0,4,2015,December,52,26,2,2,2,0,0,SC,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85,NULL,0,Non-Corporate,0,Transient,52.5,0,2,Check-Out,"Wednesday, December 30, 2015",4,210,"Saturday, December 26, 2015",2,No change
City Hotel,0,0,2015,December,53,29,0,1,2,0,0,SC,JPN,Direct,Direct,0,0,0,A,A,0,No Deposit,No Agent,NULL,0,Non-Corporate,0,Transient,105,0,0,Check-Out,"Wednesday, December 30, 2015",1,105,"Tuesday, December 29, 2015",2,No change
City Hotel,0,24,2015,December,52,26,2,2,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28,NULL,0,Non-Corporate,0,Transient,58,0,1,Check-Out,"Wednesday, December 30, 2015",4,232,"Saturday, December 26, 2015",2,Changed
City Hotel,0,17,2015,December,52,26,2,2,2,0,1,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,83,NULL,0,Non-Corporate,0,Transient,60,0,1,Check-Out,"Wednesday, December 30, 2015",4,240,"Saturday, December 26, 2015",3,No change
City Hotel,0,83,2015,December,53,27,2,1,2,0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Non-Corporate,0,Transient,85.5,0,2,Check-Out,"Wednesday, December 30, 2015",3,256.5,"Sunday, December 27, 2015",2,No change
City Hotel,0,83,2015,December,53,27,2,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Non-Corporate,0,Transient,85.5,0,2,Check-Out,"Wednesday, December 30, 2015",3,256.5,"Sunday, December 27, 2015",2,No change
City Hotel,0,59,2015,December,53,27,2,1,2,0,0,BB,NLD,Offline TA/TO,TA/TO,0,0,0,A,E,1,No Deposit,121,NULL,0,Non-Corporate,0,Transient,112,0,0,Check-Out,"Wednesday, December 30, 2015",3,336,"Sunday, December 27, 2015",2,Changed
City Hotel,0,0,2015,December,53,27,2,1,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,28,NULL,0,Non-Corporate,0,Transient,58,0,0,Check-Out,"Wednesday, December 30, 2015",3,174,"Sunday, December 27, 2015",2,Changed
City Hotel,0,43,2015,December,52,26,2,2,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28,NULL,0,Non-Corporate,0,Contract,55,0,2,Check-Out,"Wednesday, December 30, 2015",4,220,"Saturday, December 26, 2015",2,Changed
City Hotel,0,43,2015,December,52,26,2,2,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28,NULL,0,Non-Corporate,0,Contract,64,1,2,Check-Out,"Wednesday, December 30, 2015",4,256,"Saturday, December 26, 2015",2,Changed
City Hotel,0,51,2015,December,52,25,2,3,2,0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Non-Corporate,0,Contract,93,0,1,Check-Out,"Wednesday, December 30, 2015",5,465,"Friday, December 25, 2015",2,No change
City Hotel,0,37,2015,December,52,25,2,3,2,0,0,BB,ESP,Direct,Direct,0,0,0,B,B,0,No Deposit,14,NULL,0,Non-Corporate,0,Transient,78.85,0,1,Check-Out,"Wednesday, December 30, 2015",5,394.25,"Friday, December 25, 2015",2,No change
City Hotel,0,21,2015,December,52,25,2,3,2,0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28,NULL,0,Non-Corporate,0,Transient-Party,58,0,1,Check-Out,"Wednesday, December 30, 2015",5,290,"Friday, December 25, 2015",2,Changed
City Hotel,0,21,2015,December,52,25,2,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28,NULL,0,Non-Corporate,0,Transient-Party,58,0,1,Check-Out,"Wednesday, December 30, 2015",5,290,"Friday, December 25, 2015",2,Changed
City Hotel,0,4,2015,December,52,26,2,2,2,0,0,SC,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,85,NULL,0,Non-Corporate,0,Transient,61.5,0,2,Check-Out,"Wednesday, December 30, 2015",4,246,"Saturday, December 26, 2015",2,No change
City Hotel,0,20,2015,December,53,27,2,1,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,2,No Deposit,28,NULL,0,Non-Corporate,0,Transient,58,0,0,Check-Out,"Wednesday, December 30, 2015",3,174,"Sunday, December 27, 2015",2,Changed
City Hotel,0,55,2015,December,53,28,1,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Non-Corporate,0,Contract,106,0,0,Check-Out,"Wednesday, December 30, 2015",2,212,"Monday, December 28, 2015",2,No change
City Hotel,0,8,2015,December,52,26,2,2,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,83,NULL,0,Non-Corporate,0,Transient,52,0,1,Check-Out,"Wednesday, December 30, 2015",4,208,"Saturday, December 26, 2015",2,No change
City Hotel,0,54,2015,December,53,27,2,1,2,0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28,NULL,0,Non-Corporate,0,Transient,102,0,0,Check-Out,"Wednesday, December 30, 2015",3,306,"Sunday, December 27, 2015",2,No change
City Hotel,0,10,2015,December,53,27,2,1,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,G,G,0,No Deposit,No Agent,NULL,0,Non-Corporate,0,Transient,52,0,0,Check-Out,"Wednesday, December 30, 2015",3,156,"Sunday, December 27, 2015",2,No change
City Hotel,0,42,2015,December,53,28,1,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9,NULL,0,Non-Corporate,0,Contract,100.5,1,0,Check-Out,"Wednesday, December 30, 2015",2,201,"Monday, December 28, 2015",2,No change
City Hotel,0,26,2015,December,52,26,2,2,3,0,0,BB,AUT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,16,NULL,0,Non-Corporate,0,Transient,60.75,0,1,Check-Out,"Wednesday, December 30, 2015",4,243,"Saturday, December 26, 2015",3,Changed
City Hotel,0,26,2015,December,52,26,2,2,2,0,0,BB,AUT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,16,NULL,0,Non-Corporate,0,Transient,43.5,0,1,Check-Out,"Wednesday, December 30, 2015",4,174,"Saturday, December 26, 2015",2,Changed
City Hotel,0,42,2015,December,53,28,1,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9,NULL,0,Non-Corporate,0,Contract,91.5,1,0,Check-Out,"Wednesday, December 30, 2015",2,183,"Monday, December 28, 2015",2,No change
City Hotel,0,34,2015,December,53,27,2,1,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Non-Corporate,0,Contract,102.3,0,1,Check-Out,"Wednesday, December 30, 2015",3,306.9,"Sunday, December 27, 2015",2,No change
City Hotel,0,40,2015,December,52,26,2,2,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28,NULL,0,Non-Corporate,0,Contract,55,0,1,Check-Out,"Wednesday, December 30, 2015",4,220,"Saturday, December 26, 2015",2,Changed
City Hotel,0,8,2015,December,52,26,2,2,2,0,0,BB,BLR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,83,NULL,0,Non-Corporate,0,Transient,52,0,1,Check-Out,"Wednesday, December 30, 2015",4,208,"Saturday, December 26, 2015",2,No change
City Hotel,0,40,2015,December,52,26,2,2,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,22,NULL,0,Non-Corporate,0,Transient,63,0,1,Check-Out,"Wednesday, December 30, 2015",4,252,"Saturday, December 26, 2015",2,No change
City Hotel,0,39,2015,December,53,29,0,1,2,0,0,BB,RUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Non-Corporate,0,Contract,107,0,1,Check-Out,"Wednesday, December 30, 2015",1,107,"Tuesday, December 29, 2015",2,No change
City Hotel,0,41,2015,December,53,27,2,1,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11,NULL,0,Non-Corporate,0,Transient,65.02,0,0,Check-Out,"Wednesday, December 30, 2015",3,195.06,"Sunday, December 27, 2015",2,No change
City Hotel,0,22,2015,December,52,26,2,2,2,1,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,F,F,1,No Deposit,28,NULL,0,Non-Corporate,0,Transient,134.78,0,0,Check-Out,"Wednesday, December 30, 2015",4,539.12,"Saturday, December 26, 2015",3,No change
City Hotel,1,72,2015,December,53,30,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Non-Corporate,0,Contract,110.8,0,1,Canceled,"Wednesday, December 30, 2015",4,443.2,"Wednesday, December 30, 2015",2,No change
City Hotel,1,65,2015,December,53,30,1,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9,NULL,0,Non-Corporate,0,Transient,96.2,0,1,Canceled,"Wednesday, December 30, 2015",5,481,"Wednesday, December 30, 2015",2,Changed
City Hotel,1,54,2015,December,53,30,1,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Non-Corporate,0,Contract,118.2,0,1,No-Show,"Wednesday, December 30, 2015",5,591,"Wednesday, December 30, 2015",2,No change
City Hotel,0,32,2015,December,53,27,2,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,8,NULL,0,Non-Corporate,0,Transient,65.55,0,0,Check-Out,"Thursday, December 31, 2015",4,262.2,"Sunday, December 27, 2015",2,No change
City Hotel,0,15,2015,December,53,29,0,2,2,0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,83,NULL,0,Non-Corporate,0,Contract,60,0,0,Check-Out,"Thursday, December 31, 2015",2,120,"Tuesday, December 29, 2015",2,No change
City Hotel,0,59,2015,December,53,28,1,2,2,0,0,SC,GBR,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Non-Corporate,0,Group,73.73,0,0,Check-Out,"Thursday, December 31, 2015",3,221.19,"Monday, December 28, 2015",2,No change
City Hotel,0,46,2015,December,52,26,2,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,10,NULL,0,Non-Corporate,0,Transient,78,0,2,Check-Out,"Thursday, December 31, 2015",5,390,"Saturday, December 26, 2015",2,No change
City Hotel,0,40,2015,December,52,26,2,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11,NULL,0,Non-Corporate,0,Transient,64.15,0,0,Check-Out,"Thursday, December 31, 2015",5,320.75,"Saturday, December 26, 2015",2,No change
City Hotel,0,31,2015,December,53,28,1,2,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,138,NULL,0,Non-Corporate,0,Transient,80,0,0,Check-Out,"Thursday, December 31, 2015",3,240,"Monday, December 28, 2015",2,No change
City Hotel,0,91,2015,December,53,28,1,2,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,2,No Deposit,28,NULL,0,Non-Corporate,0,Group,60,0,0,Check-Out,"Thursday, December 31, 2015",3,180,"Monday, December 28, 2015",2,No change
City Hotel,0,32,2015,December,52,26,2,3,2,2,0,BB,LUX,Direct,Direct,0,0,0,F,F,0,No Deposit,No Agent,NULL,0,Non-Corporate,0,Transient,167,0,1,Check-Out,"Thursday, December 31, 2015",5,835,"Saturday, December 26, 2015",4,No change
City Hotel,0,53,2015,December,53,29,0,2,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Non-Corporate,0,Contract,81,0,1,Check-Out,"Thursday, December 31, 2015",2,162,"Tuesday, December 29, 2015",2,No change
City Hotel,0,92,2015,December,52,26,2,3,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28,NULL,0,Non-Corporate,0,Transient,60,0,1,Check-Out,"Thursday, December 31, 2015",5,300,"Saturday, December 26, 2015",2,No change
City Hotel,0,52,2015,December,53,28,1,2,2,0,0,BB,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Non-Corporate,0,Contract,100.33,0,1,Check-Out,"Thursday, December 31, 2015",3,300.99,"Monday, December 28, 2015",2,No change
City Hotel,0,39,2015,December,53,27,2,2,2,1,0,BB,BRA,Online TA,TA/TO,0,0,0,B,B,2,No Deposit,9,NULL,0,Non-Corporate,0,Contract,99.86,0,1,Check-Out,"Thursday, December 31, 2015",4,399.44,"Sunday, December 27, 2015",3,No change
City Hotel,0,39,2015,December,53,27,2,2,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,B,B,1,No Deposit,9,NULL,0,Non-Corporate,0,Contract,91.45,1,2,Check-Out,"Thursday, December 31, 2015",4,365.8,"Sunday, December 27, 2015",2,No change
City Hotel,0,46,2015,December,52,26,2,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,10,NULL,0,Non-Corporate,0,Transient,69,0,2,Check-Out,"Thursday, December 31, 2015",5,345,"Saturday, December 26, 2015",2,No change
City Hotel,0,0,2015,December,53,31,0,2,2,0,0,BB,CHE,Direct,Direct,1,0,0,D,D,2,No Deposit,No Agent,NULL,0,Non-Corporate,0,Transient,120,0,0,Check-Out,"Saturday, January 2, 2016",2,240,"Thursday, December 31, 2015",2,No change
City Hotel,0,1,2015,December,53,29,0,2,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,152,NULL,0,Non-Corporate,0,Transient,72.67,0,0,Check-Out,"Thursday, December 31, 2015",2,145.34,"Tuesday, December 29, 2015",2,No change
City Hotel,0,38,2015,December,52,24,2,5,2,0,0,BB,IRL,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Non-Corporate,0,Transient,83.57,0,0,Check-Out,"Thursday, December 31, 2015",7,584.99,"Thursday, December 24, 2015",2,No change
City Hotel,0,33,2015,December,52,26,2,3,2,0,0,BB,FRA,Direct,Direct,0,0,0,D,D,0,No Deposit,14,NULL,0,Non-Corporate,0,Transient,97,0,0,Check-Out,"Thursday, December 31, 2015",5,485,"Saturday, December 26, 2015",2,No change
City Hotel,0,61,2015,December,53,27,2,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,27,NULL,0,Non-Corporate,0,Transient,56,0,0,Check-Out,"Friday, January 1, 2016",5,280,"Sunday, December 27, 2015",2,No change
City Hotel,0,93,2015,December,53,27,2,3,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28,NULL,0,Non-Corporate,0,Transient,60,0,0,Check-Out,"Friday, January 1, 2016",5,300,"Sunday, December 27, 2015",2,No change
City Hotel,0,58,2015,December,53,30,0,2,2,0,0,BB,JPN,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9,NULL,0,Non-Corporate,0,Contract,127,0,0,Check-Out,"Friday, January 1, 2016",2,254,"Wednesday, December 30, 2015",2,No change
City Hotel,0,38,2015,December,53,27,2,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Non-Corporate,0,Contract,119,0,1,Check-Out,"Friday, January 1, 2016",5,595,"Sunday, December 27, 2015",2,No change
City Hotel,0,96,2015,December,53,29,0,3,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,22,NULL,0,Non-Corporate,0,Transient,70,0,0,Check-Out,"Friday, January 1, 2016",3,210,"Tuesday, December 29, 2015",2,No change
City Hotel,0,60,2015,December,53,27,2,3,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85,NULL,0,Non-Corporate,0,Transient,68,0,0,Check-Out,"Friday, January 1, 2016",5,340,"Sunday, December 27, 2015",2,No change
City Hotel,0,87,2015,December,53,28,1,3,2,0,0,BB,ESP,Direct,Direct,0,0,0,A,A,2,No Deposit,14,NULL,0,Non-Corporate,0,Transient,93.93,0,0,Check-Out,"Friday, January 1, 2016",4,375.72,"Monday, December 28, 2015",2,No change
City Hotel,0,11,2015,December,53,29,0,3,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,E,F,0,No Deposit,167,NULL,0,Non-Corporate,0,Transient,157.67,0,0,Check-Out,"Friday, January 1, 2016",3,473.01,"Tuesday, December 29, 2015",2,Changed
City Hotel,0,11,2015,December,53,29,0,3,1,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,167,NULL,0,Non-Corporate,0,Transient,157.67,0,0,Check-Out,"Friday, January 1, 2016",3,473.01,"Tuesday, December 29, 2015",1,No change
City Hotel,0,109,2015,December,53,28,1,3,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27,NULL,0,Non-Corporate,0,Transient,43.5,0,2,Check-Out,"Friday, January 1, 2016",4,174,"Monday, December 28, 2015",2,No change
City Hotel,0,63,2015,December,53,30,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Non-Corporate,0,Transient,133,1,1,Check-Out,"Friday, January 1, 2016",2,266,"Wednesday, December 30, 2015",2,No change
City Hotel,0,2,2015,December,53,28,1,3,2,0,0,BB,BEL,Direct,Direct,0,0,0,D,D,0,No Deposit,No Agent,NULL,0,Non-Corporate,0,Transient,101.53,0,0,Check-Out,"Friday, January 1, 2016",4,406.12,"Monday, December 28, 2015",2,No change
City Hotel,0,95,2015,December,53,29,0,3,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28,NULL,0,Non-Corporate,0,Transient,60,0,0,Check-Out,"Friday, January 1, 2016",3,180,"Tuesday, December 29, 2015",2,No change
City Hotel,0,7,2015,December,53,29,0,3,1,0,0,BB,AUT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21,NULL,0,Non-Corporate,0,Transient-Party,65,0,0,Check-Out,"Friday, January 1, 2016",3,195,"Tuesday, December 29, 2015",1,No change
City Hotel,0,94,2015,December,53,27,2,3,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28,NULL,0,Non-Corporate,0,Transient,60,0,0,Check-Out,"Friday, January 1, 2016",5,300,"Sunday, December 27, 2015",2,No change
City Hotel,0,7,2015,December,50,10,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,1,No Deposit,No Agent,NULL,0,Non-Corporate,0,Transient,50,1,0,Check-Out,"Friday, December 11, 2015",1,50,"Thursday, December 10, 2015",1,No change
City Hotel,0,2,2015,December,51,16,0,1,1,0,0,BB,PRT,Corporate,Direct,0,0,1,A,A,0,No Deposit,No Agent,163,1,Corporate,0,Transient,50,1,0,Check-Out,"Thursday, December 17, 2015",1,50,"Wednesday, December 16, 2015",1,No change
City Hotel,0,0,2015,December,53,30,0,2,2,1,0,BB,PRT,Corporate,Direct,0,0,2,A,D,1,No Deposit,No Agent,163,1,Corporate,0,Transient,121.5,1,2,Check-Out,"Friday, January 1, 2016",2,243,"Wednesday, December 30, 2015",3,Changed
City Hotel,0,0,2016,March,11,10,0,1,1,0,0,BB,PRT,Corporate,Direct,1,0,3,A,A,0,No Deposit,No Agent,163,1,Corporate,0,Transient,50,1,1,Check-Out,"Friday, March 11, 2016",1,50,"Thursday, March 10, 2016",1,No change
City Hotel,0,0,2016,October,42,13,0,1,1,0,0,BB,PRT,Direct,Direct,1,0,4,A,A,0,No Deposit,No Agent,163,1,Corporate,0,Transient,95,0,2,Check-Out,"Friday, October 14, 2016",1,95,"Thursday, October 13, 2016",1,No change
City Hotel,0,0,2016,November,48,23,0,4,1,0,0,BB,PRT,Direct,Direct,1,0,5,A,D,2,No Deposit,No Agent,163,1,Corporate,0,Transient,50,0,2,Check-Out,"Sunday, November 27, 2016",4,200,"Wednesday, November 23, 2016",1,Changed
City Hotel,0,0,2016,December,51,17,0,1,1,0,0,BB,PRT,Corporate,Direct,1,0,6,A,A,0,No Deposit,No Agent,163,1,Corporate,0,Transient,50,1,2,Check-Out,"Sunday, December 18, 2016",1,50,"Saturday, December 17, 2016",1,No change
City Hotel,0,0,2017,April,13,1,1,1,1,0,0,BB,PRT,Corporate,Direct,1,0,7,A,A,2,No Deposit,No Agent,163,1,Corporate,0,Transient,50,0,1,Check-Out,"Monday, April 3, 2017",2,100,"Saturday, April 1, 2017",1,No change
City Hotel,0,0,2017,May,20,19,0,1,1,0,0,BB,PRT,Corporate,Direct,1,0,8,A,A,0,No Deposit,No Agent,163,1,Corporate,0,Transient,136,0,2,Check-Out,"Saturday, May 20, 2017",1,136,"Friday, May 19, 2017",1,No change
City Hotel,0,85,2015,December,53,29,0,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Non-Corporate,0,Transient,81.2,0,1,Check-Out,"Friday, January 1, 2016",3,243.6,"Tuesday, December 29, 2015",2,No change
City Hotel,0,78,2015,December,53,29,0,3,2,0,1,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,14,NULL,0,Non-Corporate,0,Transient,72.2,0,2,Check-Out,"Friday, January 1, 2016",3,216.6,"Tuesday, December 29, 2015",3,No change
City Hotel,0,13,2015,December,53,28,1,3,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,27,NULL,0,Non-Corporate,0,Transient,52.5,0,0,Check-Out,"Friday, January 1, 2016",4,210,"Monday, December 28, 2015",2,No change
